"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"67892","Mexico City","Mexico","Mexico","$130K - $150K","F","Partial College","M",5
"67492","Merida","Yucatan","Mexico","$50K - $70K","F","High School Degree","M",1
"55203","Hidalgo","Zacatecas","Mexico","$150K +","M","Bachelors Degree","S",3
"93671","Lemon Grove","CA","USA","$110K - $130K","F","Bachelors Degree","S",1
"73837","Marysville","WA","USA","$50K - $70K","F","Partial College","M",2
"78467","Colma","CA","USA","$10K - $30K","M","Partial College","M",1
"67979","Oakland","CA","USA","$150K +","F","High School Degree","M",4
"38771","Downey","CA","USA","$110K - $130K","F","High School Degree","S",2
"23967","Merida","Yucatan","Mexico","$110K - $130K","F","Bachelors Degree","M",1
"59920","Lincoln Acres","CA","USA","$70K - $90K","F","Partial High School","S",4
"11278","Bellingham","WA","USA","$130K - $150K","F","High School Degree","S",1
"13393","Lincoln Acres","CA","USA","$150K +","F","High School Degree","M",1
"29911","Lemon Grove","CA","USA","$50K - $70K","F","Bachelors Degree","S",3
"97187","Tlaxiaco","Oaxaca","Mexico","$50K - $70K","M","High School Degree","S",4
"53575","Cliffside","BC","Canada","$90K - $110K","M","Partial High School","M",1
"87013","Tacoma","WA","USA","$10K - $30K","F","Partial High School","M",1
"95632","Burnaby","BC","Canada","$70K - $90K","M","Bachelors Degree","M",4
"91632","Berkeley","CA","USA","$130K - $150K","M","High School Degree","M",4
"95873","San Diego","CA","USA","$110K - $130K","M","Partial College","S",1
"61634","Portland","OR","USA","$30K - $50K","F","High School Degree","M",2
"15507","Lake Oswego","OR","USA","$110K - $130K","F","Graduate Degree","S",2
"46430","Imperial Beach","CA","USA","$90K - $110K","F","Bachelors Degree","S",0
"65464","Long Beach","CA","USA","$30K - $50K","M","Partial College","M",2
"34931","Daly City","CA","USA","$130K - $150K","F","Bachelors Degree","S",4
"20127","Santa Anita","DF","Mexico","$130K - $150K","M","High School Degree","S",1
"56080","Westminster","BC","Canada","$90K - $110K","M","High School Degree","S",1
"74382","Salem","OR","USA","$130K - $150K","F","Partial College","M",3
"95522","Bellingham","WA","USA","$150K +","F","Partial College","M",2
"98778","Sedro Wooley","WA","USA","$50K - $70K","F","High School Degree","M",4
"67055","Port Hammon","BC","Canada","$50K - $70K","F","Partial College","S",3
"49735","Kirkland","WA","USA","$90K - $110K","M","Graduate Degree","S",4
"83173","El Cajon","CA","USA","$10K - $30K","F","Bachelors Degree","M",3
"57232","San Gabriel","CA","USA","$90K - $110K","F","High School Degree","S",4
"53232","Bremerton","WA","USA","$130K - $150K","F","Bachelors Degree","S",2
"92033","Lynnwood","WA","USA","$110K - $130K","F","Partial College","S",2
"57794","Lynnwood","WA","USA","$50K - $70K","M","Graduate Degree","S",3
"11667","Mill Valley","CA","USA","$130K - $150K","M","High School Degree","S",2
"16298","Ladner","BC","Canada","$90K - $110K","F","Bachelors Degree","S",2
"35331","Sooke","BC","Canada","$90K - $110K","M","Partial High School","M",3
"61242","Chula Vista","CA","USA","$50K - $70K","M","High School Degree","S",4
"36119","Lincoln Acres","CA","USA","$50K - $70K","F","Partial College","S",4
"98364","Langford","BC","Canada","$30K - $50K","M","High School Degree","S",4
"23430","La Jolla","CA","USA","$50K - $70K","F","Partial High School","S",5
"25545","Walla Walla","WA","USA","$70K - $90K","F","Bachelors Degree","M",2
"42064","Westminster","BC","Canada","$110K - $130K","F","Partial High School","M",4
"10340","Sedro Wooley","WA","USA","$130K - $150K","M","Graduate Degree","M",3
"92020","Redwood City","CA","USA","$30K - $50K","M","Partial College","S",4
"99165","Port Hammon","BC","Canada","$30K - $50K","M","High School Degree","M",2
"48008","Camacho","Zacatecas","Mexico","$110K - $130K","F","High School Degree","S",2
"21315","Altadena","CA","USA","$30K - $50K","F","High School Degree","M",3
"35318","Altadena","CA","USA","$130K - $150K","M","Bachelors Degree","M",2
"73787","Berkeley","CA","USA","$50K - $70K","M","High School Degree","M",1
"27660","Bellingham","WA","USA","$30K - $50K","M","High School Degree","S",3
"58582","Torrance","CA","USA","$90K - $110K","F","Partial College","M",4
"77616","Woodland Hills","CA","USA","$90K - $110K","F","Bachelors Degree","S",4
"48408","Edmonds","WA","USA","$50K - $70K","M","Bachelors Degree","M",3
"33604","Arcadia","CA","USA","$50K - $70K","M","Partial College","S",3
"67652","Richmond","CA","USA","$50K - $70K","M","Bachelors Degree","S",1
"19010","Burien","WA","USA","$50K - $70K","F","Bachelors Degree","M",5
"21125","Issaquah","WA","USA","$90K - $110K","M","High School Degree","S",0
"37643","Berkeley","CA","USA","$130K - $150K","F","Partial High School","M",2
"59202","Glendale","CA","USA","$150K +","M","Bachelors Degree","M",3
"61308","Ballard","WA","USA","$90K - $110K","F","Graduate Degree","M",4
"94745","Sedro Wooley","WA","USA","$90K - $110K","F","High School Degree","M",0
"17295","National City","CA","USA","$50K - $70K","M","High School Degree","M",4
"16895","Pomona","CA","USA","$110K - $130K","F","Partial High School","M",0
"46062","Colma","CA","USA","$50K - $70K","M","Partial College","S",2
"69367","Beverly Hills","CA","USA","$110K - $130K","F","Partial College","S",1
"23240","Yakima","WA","USA","$90K - $110K","F","High School Degree","S",2
"27870","San Jose","CA","USA","$30K - $50K","F","High School Degree","M",1
"46904","Lebanon","OR","USA","$10K - $30K","F","High School Degree","M",2
"43988","Haney","BC","Canada","$130K - $150K","M","Bachelors Degree","S",2
"29184","Shawnee","BC","Canada","$30K - $50K","M","Partial College","S",5
"85260","Yakima","WA","USA","$50K - $70K","F","Graduate Degree","M",2
"36617","Ballard","WA","USA","$50K - $70K","M","Partial High School","S",0
"38732","Lynnwood","WA","USA","$50K - $70K","F","Partial College","M",4
"28959","Bellingham","WA","USA","$90K - $110K","M","High School Degree","M",5
"96234","Ladner","BC","Canada","$110K - $130K","M","Partial College","S",0
"78915","Colma","CA","USA","$50K - $70K","F","Partial College","S",2
"13354","Chula Vista","CA","USA","$70K - $90K","F","Partial High School","M",1
"34903","Altadena","CA","USA","$150K +","M","Bachelors Degree","S",5
"34502","Renton","WA","USA","$70K - $90K","M","High School Degree","M",3
"22214","Renton","WA","USA","$10K - $30K","M","Partial College","S",5
"60682","West Covina","CA","USA","$70K - $90K","F","High School Degree","M",2
"40847","Berkeley","CA","USA","$90K - $110K","F","Bachelors Degree","M",1
"45477","Haney","BC","Canada","$150K +","M","Bachelors Degree","S",4
"64511","Port Hammon","BC","Canada","$130K - $150K","F","Partial High School","M",5
"35303","La Mesa","CA","USA","$110K - $130K","F","Partial High School","M",3
"20499","Coronado","CA","USA","$130K - $150K","F","Partial College","S",2
"56452","Royal Oak","BC","Canada","$110K - $130K","M","Partial College","M",3
"61952","Daly City","CA","USA","$150K +","M","Partial College","M",5
"83102","Puyallup","WA","USA","$110K - $130K","M","Partial College","M",2
"24829","Walla Walla","WA","USA","$10K - $30K","M","High School Degree","M",1
"92104","Bellingham","WA","USA","$30K - $50K","M","High School Degree","S",2
"48493","Burlingame","CA","USA","$110K - $130K","M","Bachelors Degree","M",2
"81930","Orizaba","Veracruz","Mexico","$130K - $150K","F","Bachelors Degree","S",1
"30773","Colma","CA","USA","$30K - $50K","M","Partial High School","S",3
"40802","Beverly Hills","CA","USA","$90K - $110K","M","High School Degree","M",1
"18083","Beverly Hills","CA","USA","$30K - $50K","M","High School Degree","M",1
"56552","La Jolla","CA","USA","$90K - $110K","M","Bachelors Degree","S",2
"10425","Lynnwood","WA","USA","$90K - $110K","F","Partial High School","M",1
"41347","Burbank","CA","USA","$150K +","F","Partial College","M",1
"60381","Downey","CA","USA","$130K - $150K","M","Graduate Degree","S",1
"31173","Anacortes","WA","USA","$110K - $130K","M","High School Degree","S",2
"16369","Beverly Hills","CA","USA","$130K - $150K","F","High School Degree","S",4
"52322","Daly City","CA","USA","$110K - $130K","M","Partial High School","S",4
"36802","Corvalis","OR","USA","$150K +","M","High School Degree","M",5
"30762","Grossmont","CA","USA","$110K - $130K","F","High School Degree","S",3
"47280","Ballard","WA","USA","$30K - $50K","F","Partial College","M",1
"88264","Arcadia","CA","USA","$90K - $110K","F","High School Degree","S",3
"70945","Grossmont","CA","USA","$130K - $150K","M","Partial College","M",3
"53832","Port Orchard","WA","USA","$150K +","M","Graduate Degree","M",2
"26933","Victoria","BC","Canada","$90K - $110K","M","High School Degree","M",2
"26532","La Cruz","Sinaloa","Mexico","$150K +","F","Partial College","M",4
"14243","La Cruz","Sinaloa","Mexico","$90K - $110K","F","Graduate Degree","M",3
"79004","Spring Valley","CA","USA","$10K - $30K","F","Partial High School","M",0
"32877","Puyallup","WA","USA","$150K +","M","Partial High School","M",3
"37507","Berkeley","CA","USA","$110K - $130K","F","High School Degree","M",3
"56541","Corvalis","OR","USA","$110K - $130K","F","High School Degree","M",1
"53625","Richmond","BC","Canada","$30K - $50K","F","High School Degree","M",2
"38821","Downey","CA","USA","$10K - $30K","F","High School Degree","S",1
"74774","Vancouver","BC","Canada","$130K - $150K","M","Bachelors Degree","M",0
"26132","San Carlos","CA","USA","$10K - $30K","F","High School Degree","S",3
"46754","Oak Bay","BC","Canada","$130K - $150K","F","Partial High School","S",4
"36981","Langford","BC","Canada","$70K - $90K","M","Partial College","M",3
"52582","Westminster","BC","Canada","$90K - $110K","F","Graduate Degree","M",0
"86937","Lakewood","CA","USA","$130K - $150K","F","Partial High School","M",3
"94083","Oakland","CA","USA","$50K - $70K","F","High School Degree","S",1
"42925","Burien","WA","USA","$90K - $110K","M","Partial High School","M",4
"42525","N. Vancouver","BC","Canada","$150K +","F","Partial High School","M",4
"30236","N. Vancouver","BC","Canada","$90K - $110K","M","Partial College","S",3
"68704","Tacoma","WA","USA","$50K - $70K","F","Partial College","S",5
"48869","Concord","CA","USA","$150K +","F","High School Degree","S",1
"53500","National City","CA","USA","$130K - $150K","F","High School Degree","M",5
"72534","Imperial Beach","CA","USA","$110K - $130K","F","High School Degree","S",3
"43326","Richmond","CA","USA","$90K - $110K","F","Bachelors Degree","S",2
"28521","Los Angeles","CA","USA","$70K - $90K","M","Partial College","S",0
"64474","Newton","BC","Canada","$50K - $70K","F","Bachelors Degree","S",2
"15832","Bellflower","CA","USA","$90K - $110K","M","High School Degree","S",4
"17947","Everett","WA","USA","$90K - $110K","F","Bachelors Degree","S",4
"58853","Tacoma","WA","USA","$130K - $150K","M","High School Degree","M",0
"27130","Langford","BC","Canada","$10K - $30K","F","Partial College","S",1
"82517","Beaverton","OR","USA","$50K - $70K","F","Partial College","M",3
"16956","Long Beach","CA","USA","$110K - $130K","M","Bachelors Degree","S",4
"38505","Lakewood","CA","USA","$10K - $30K","F","High School Degree","M",1
"38104","Albany","OR","USA","$30K - $50K","F","Bachelors Degree","M",1
"25816","Novato","CA","USA","$150K +","F","Partial High School","M",3
"90576","Torrance","CA","USA","$70K - $90K","M","Bachelors Degree","S",5
"44449","Oak Bay","BC","Canada","$30K - $50K","F","Partial College","S",4
"75371","Santa Monica","CA","USA","$130K - $150K","M","Graduate Degree","S",2
"94405","Marysville","WA","USA","$110K - $130K","M","Bachelors Degree","S",3
"65197","Cliffside","BC","Canada","$90K - $110K","M","Bachelors Degree","M",3
"50393","Albany","OR","USA","$70K - $90K","M","High School Degree","M",5
"86346","Bellflower","CA","USA","$50K - $70K","M","High School Degree","S",1
"37704","Langley","BC","Canada","$90K - $110K","F","Partial High School","S",2
"39819","Palo Alto","CA","USA","$90K - $110K","F","High School Degree","S",0
"30045","San Carlos","CA","USA","$130K - $150K","F","Bachelors Degree","S",4
"41507","Woodland Hills","CA","USA","$30K - $50K","F","Bachelors Degree","M",4
"24188","Santa Cruz","CA","USA","$70K - $90K","F","High School Degree","S",5
"57625","Sooke","BC","Canada","$130K - $150K","M","High School Degree","M",4
"79175","La Cruz","Sinaloa","Mexico","$70K - $90K","M","Bachelors Degree","M",1
"78774","Burbank","CA","USA","$90K - $110K","M","Partial High School","M",0
"66485","San Gabriel","CA","USA","$70K - $90K","M","Graduate Degree","M",1
"32247","San Jose","CA","USA","$130K - $150K","M","Bachelors Degree","S",1
"85119","San Francisco","CA","USA","$90K - $110K","F","Graduate Degree","M",4
"89749","Newport Beach","CA","USA","$50K - $70K","F","Partial College","M",1
"97842","Lake Oswego","OR","USA","$50K - $70K","F","Bachelors Degree","S",1
"79575","Olympia","WA","USA","$150K +","M","Bachelors Degree","S",2
"64771","Marysville","WA","USA","$150K +","F","High School Degree","S",3
"28017","W. Linn","OR","USA","$110K - $130K","M","Bachelors Degree","M",3
"52082","Palo Alto","CA","USA","$70K - $90K","M","Bachelors Degree","M",2
"54197","Ladner","BC","Canada","$70K - $90K","M","Partial College","M",4
"70715","Port Hammon","BC","Canada","$110K - $130K","M","Bachelors Degree","S",3
"38992","Spokane","WA","USA","$130K - $150K","F","Bachelors Degree","S",0
"46640","Burbank","CA","USA","$30K - $50K","M","Bachelors Degree","M",5
"53785","Fremont","CA","USA","$90K - $110K","F","High School Degree","S",3
"26282","Corvalis","OR","USA","$30K - $50K","M","Partial College","M",3
"74934","Langley","BC","Canada","$90K - $110K","M","Partial College","S",4
"88937","Haney","BC","Canada","$30K - $50K","M","Bachelors Degree","S",2
"28407","Sedro Wooley","WA","USA","$110K - $130K","F","Graduate Degree","M",1
"81279","Imperial Beach","CA","USA","$90K - $110K","M","High School Degree","S",3
"13202","Royal Oak","BC","Canada","$10K - $30K","F","Partial High School","M",1
"32236","La Mesa","CA","USA","$30K - $50K","F","Partial High School","M",0
"30282","Colma","CA","USA","$130K - $150K","M","Partial High School","S",5
"87223","Santa Anita","DF","Mexico","$130K - $150K","F","High School Degree","M",5
"24177","Burnaby","BC","Canada","$130K - $150K","M","Partial College","M",3
"74534","Salem","OR","USA","$130K - $150K","M","Partial High School","S",2
"76649","Bellingham","WA","USA","$150K +","F","Bachelors Degree","M",3
"93167","Sedro Wooley","WA","USA","$50K - $70K","F","Bachelors Degree","S",4
"61444","Port Hammon","BC","Canada","$50K - $70K","F","High School Degree","S",2
"17832","Kirkland","WA","USA","$130K - $150K","M","High School Degree","S",5
"43486","El Cajon","CA","USA","$10K - $30K","F","High School Degree","M",4
"65035","San Gabriel","CA","USA","$90K - $110K","M","Graduate Degree","S",3
"64635","Shawnee","BC","Canada","$10K - $30K","F","Bachelors Degree","S",3
"52346","Lynnwood","WA","USA","$50K - $70K","M","High School Degree","S",2
"18107","Glendale","CA","USA","$110K - $130K","M","High School Degree","M",4
"70979","Newton","BC","Canada","$110K - $130K","M","High School Degree","S",0
"75610","Redwood City","CA","USA","$30K - $50K","F","Partial High School","S",4
"94643","Anacortes","WA","USA","$30K - $50K","F","Partial High School","S",2
"91728","Royal Oak","BC","Canada","$130K - $150K","M","Bachelors Degree","M",1
"76923","Oregon City","OR","USA","$130K - $150K","M","Partial College","S",3
"13877","San Gabriel","CA","USA","$130K - $150K","M","Partial College","M",1
"64234","Westminster","BC","Canada","$130K - $150K","M","Graduate Degree","M",3
"66349","Mill Valley","CA","USA","$150K +","M","High School Degree","S",3
"56576","Santa Cruz","CA","USA","$50K - $70K","F","Partial High School","M",3
"24852","Downey","CA","USA","$50K - $70K","M","High School Degree","S",3
"60532","Cliffside","BC","Canada","$10K - $30K","M","Graduate Degree","M",1
"93970","N. Vancouver","BC","Canada","$30K - $50K","F","High School Degree","M",2
"16520","Merida","Yucatan","Mexico","$110K - $130K","M","Bachelors Degree","M",4
"16120","Santa Monica","CA","USA","$30K - $50K","F","Graduate Degree","S",1
"38312","Santa Monica","CA","USA","$130K - $150K","M","Partial High School","M",3
"42299","Berkeley","CA","USA","$50K - $70K","M","Graduate Degree","S",4
"22465","San Andres","DF","Mexico","$30K - $50K","M","High School Degree","S",5
"27095","Lakewood","CA","USA","$90K - $110K","M","Partial High School","S",2
"46129","Pomona","CA","USA","$90K - $110K","F","Bachelors Degree","S",3
"16921","Marysville","WA","USA","$50K - $70K","M","Partial High School","S",1
"21172","Bellingham","WA","USA","$90K - $110K","F","Bachelors Degree","S",3
"38070","Woodland Hills","CA","USA","$50K - $70K","F","Partial College","M",4
